qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
NAAKIICH_00964	MF	0016779	nucleotidyltransferase activity	0.640004670093	0.42086042381	6	12
NAAKIICH_00964	MF	0061503	tRNA threonylcarbamoyladenosine dehydratase	0.202114837756	0.369977830915	10	1
NAAKIICH_00964	MF	0031402	sodium ion binding	0.131386129466	0.357330970188	12	1
NAAKIICH_00964	MF	0030955	potassium ion binding	0.105841522968	0.351938343138	13	1
NAAKIICH_00964	MF	0005515	protein binding	0.0503943204658	0.337295482419	18	1
NAAKIICH_00964	MF	0005524	ATP binding	0.0300072374586	0.329852411169	22	1
NAAKIICH_00965	MF	0031071	cysteine desulfurase activity	8.11295480837	0.718276777326	1	14
NAAKIICH_00965	CC	1990228	sulfurtransferase complex	1.19767452856	0.463604436668	1	1
NAAKIICH_00965	BP	0061504	cyclic threonylcarbamoyladenosine biosynthetic process	1.10372784704	0.457244873228	1	1
NAAKIICH_00965	BP	0046439	L-cysteine metabolic process	1.05431591757	0.453791195792	2	1
NAAKIICH_00965	CC	1990221	L-cysteine desulfurase complex	1.01898507547	0.45127183599	2	1
NAAKIICH_00965	BP	0009093	cysteine catabolic process	1.04038345699	0.452802822522	4	1
NAAKIICH_00965	MF	0097163	sulfur carrier activity	0.685514434593	0.42491950027	6	1
NAAKIICH_00965	MF	0005515	protein binding	0.279977582583	0.381529542317	8	1
NAAKIICH_00966	MF	0031071	cysteine desulfurase activity	10.4341477154	0.773724043785	1	100
NAAKIICH_00966	BP	0006534	cysteine metabolic process	8.41584341893	0.725926261569	1	100
NAAKIICH_00966	CC	1990228	sulfurtransferase complex	0.215307047362	0.372074528509	1	1
NAAKIICH_00966	BP	0016226	iron-sulfur cluster assembly	8.24048550879	0.721514689762	2	100
NAAKIICH_00966	CC	1990221	L-cysteine desulfurase complex	0.183183880658	0.366845579756	2	1
NAAKIICH_00966	MF	0030170	pyridoxal phosphate binding	6.47358104272	0.674135742812	4	100
NAAKIICH_00966	MF	0016787	hydrolase activity	1.001045362	0.449975873457	13	41
NAAKIICH_00966	MF	0016829	lyase activity	0.712559782501	0.427268048026	16	15
NAAKIICH_00966	MF	0008483	transaminase activity	0.0699943722494	0.343114764738	20	1
NAAKIICH_00966	MF	0005515	protein binding	0.050331826549	0.337275265347	22	1
NAAKIICH_00966	BP	0016261	selenocysteine catabolic process	0.233530695191	0.374867919935	24	1
NAAKIICH_00966	BP	0000098	sulfur amino acid catabolic process	0.17886642071	0.366108858502	28	1
NAAKIICH_00966	BP	0072348	sulfur compound transport	0.0893669430312	0.348106529861	32	1
NAAKIICH_00966	BP	0009063	cellular amino acid catabolic process	0.0706619845644	0.343297531619	34	1
NAAKIICH_00967	CC	0016020	membrane	0.746418187051	0.43014626138	1	100
NAAKIICH_00967	CC	0071944	cell periphery	0.0499686493414	0.337157526597	3	2
NAAKIICH_00968	MF	0003700	DNA-binding transcription factor activity	4.75875462604	0.621447555841	1	100
NAAKIICH_00968	BP	0006355	regulation of DNA-templated transcription	3.52114582123	0.577163682341	1	100
NAAKIICH_00968	CC	0005737	cytoplasm	0.0597154518299	0.3401821541	1	3
NAAKIICH_00968	MF	0003677	DNA binding	0.518841027673	0.409288460836	3	16
NAAKIICH_00968	BP	0009411	response to UV	0.124219819531	0.355875496324	18	1
NAAKIICH_00968	BP	0006351	DNA-templated transcription	0.0562475431964	0.339136451663	22	1
NAAKIICH_00969	CC	0016021	integral component of membrane	0.911159687698	0.443300202533	1	100
NAAKIICH_00969	CC	0005886	plasma membrane	0.0522724410582	0.337897318653	4	2
NAAKIICH_00970	MF	0008757	S-adenosylmethionine-dependent methyltransferase activity	6.67826508316	0.679930768833	1	100
NAAKIICH_00970	BP	0006364	rRNA processing	6.5904177588	0.677454666269	1	100
NAAKIICH_00970	CC	0005737	cytoplasm	1.99052140052	0.509556638428	1	100
NAAKIICH_00970	BP	0032259	methylation	4.97353270402	0.628516597691	6	100
NAAKIICH_00970	MF	0062105	RNA 2'-O-methyltransferase activity	0.108863410036	0.352607949532	7	1
NAAKIICH_00970	MF	0140102	catalytic activity, acting on a rRNA	0.0841803579661	0.346828112398	11	1
NAAKIICH_00970	BP	0009451	RNA modification	0.0565700200218	0.339235025625	32	1
NAAKIICH_00970	BP	0044260	cellular macromolecule metabolic process	0.02342175273	0.326921650471	34	1
NAAKIICH_00971	MF	0003700	DNA-binding transcription factor activity	4.75873607486	0.621446938447	1	100
NAAKIICH_00971	BP	0006355	regulation of DNA-templated transcription	3.52113209465	0.577163151264	1	100
NAAKIICH_00971	MF	0003677	DNA binding	3.17793669461	0.563544676302	3	98
NAAKIICH_00971	BP	0043468	regulation of fucose catabolic process	0.256856737286	0.37828886374	18	1
NAAKIICH_00971	BP	0006004	fucose metabolic process	0.220453843134	0.37287504817	19	2
NAAKIICH_00972	MF	0042806	fucose binding	14.4343484833	0.847443857036	1	100
NAAKIICH_00972	BP	0042354	L-fucose metabolic process	13.9810678228	0.844683302771	1	100
NAAKIICH_00972	CC	0005737	cytoplasm	1.99047870242	0.509554441256	1	100
NAAKIICH_00972	MF	0036373	L-fucose mutarotase activity	13.2437887896	0.833112082378	2	78
NAAKIICH_00972	MF	0062193	D-ribose pyranase activity	7.32050680371	0.697559437666	6	55
NAAKIICH_00972	BP	0036065	fucosylation	0.132066702863	0.357467106981	10	1
NAAKIICH_00972	MF	0042802	identical protein binding	0.0891805999528	0.348061251781	13	1
NAAKIICH_00973	MF	0008737	L-fuculokinase activity	16.0859060747	0.85715233352	1	100
NAAKIICH_00973	BP	0042355	L-fucose catabolic process	14.1982044173	0.846011197521	1	100
NAAKIICH_00973	MF	0005524	ATP binding	2.99672506186	0.556056468682	6	100
NAAKIICH_00973	BP	0046835	carbohydrate phosphorylation	8.84362531784	0.73649915044	7	100
NAAKIICH_00974	BP	0042355	L-fucose catabolic process	14.1982345036	0.846011380808	1	100
NAAKIICH_00974	MF	0008736	L-fucose isomerase activity	13.9449682697	0.844461539528	1	100
NAAKIICH_00974	CC	0005737	cytoplasm	1.99053035908	0.509557099417	1	100
NAAKIICH_00974	MF	0030145	manganese ion binding	8.71216039295	0.733277677966	2	100
NAAKIICH_00974	MF	0008790	arabinose isomerase activity	0.226961250602	0.373873933854	12	1
NAAKIICH_00974	MF	0042802	identical protein binding	0.0892352061739	0.348074525025	13	1
NAAKIICH_00974	BP	0046372	D-arabinose metabolic process	0.22779347391	0.374000641571	18	1
NAAKIICH_00974	BP	0019568	arabinose catabolic process	0.122770848689	0.355576150736	20	1
NAAKIICH_00975	MF	0015535	fucose:proton symporter activity	14.3715501389	0.847064017617	1	100
NAAKIICH_00975	BP	0015756	fucose transmembrane transport	14.0385553891	0.845035864609	1	100
NAAKIICH_00975	CC	0005886	plasma membrane	2.61368669258	0.539443394129	1	100
NAAKIICH_00975	CC	0016021	integral component of membrane	0.911182222348	0.443301916441	3	100
NAAKIICH_00975	BP	0015751	arabinose transmembrane transport	0.14006970943	0.359042389409	12	1
NAAKIICH_00975	BP	0015757	galactose transmembrane transport	0.137985468603	0.35863656602	13	1
NAAKIICH_00975	BP	0006004	fucose metabolic process	0.110107348358	0.352880884485	15	1
NAAKIICH_00975	MF	0008738	L-fuculose-phosphate aldolase activity	0.295262587147	0.383598877909	23	2
NAAKIICH_00975	MF	0015518	arabinose:proton symporter activity	0.259894762777	0.378722778112	24	1
NAAKIICH_00975	MF	0015517	galactose:proton symporter activity	0.244054553988	0.376431526708	25	1
NAAKIICH_00976	MF	0008738	L-fuculose-phosphate aldolase activity	14.7715878734	0.8494696836	1	100
NAAKIICH_00976	BP	0042355	L-fucose catabolic process	14.1980373744	0.846010179891	1	100
NAAKIICH_00976	BP	0019568	arabinose catabolic process	12.269720143	0.813308887618	4	100
NAAKIICH_00976	MF	0008270	zinc ion binding	5.11365996972	0.633046612116	4	100
NAAKIICH_00977	MF	0008912	lactaldehyde reductase activity	7.02532008416	0.689557251909	1	45
NAAKIICH_00977	BP	0019317	fucose catabolic process	0.282483235523	0.381872568662	1	2
NAAKIICH_00977	CC	0005829	cytosol	0.0673054254503	0.342369655918	1	1
NAAKIICH_00977	MF	0046872	metal ion binding	2.52846279486	0.535584564756	5	100
NAAKIICH_00977	BP	0042354	L-fucose metabolic process	0.139855061899	0.359000735393	7	1
NAAKIICH_00977	BP	0051143	propanediol metabolic process	0.139724758115	0.358975433341	8	1
NAAKIICH_00977	BP	0042846	glycol catabolic process	0.139720434853	0.358974593659	9	1
NAAKIICH_00977	BP	0019301	rhamnose catabolic process	0.12792331659	0.356632768081	13	1
NAAKIICH_00977	MF	0004022	alcohol dehydrogenase (NAD+) activity	0.112479178338	0.353397053464	13	1
NAAKIICH_00977	MF	0000166	nucleotide binding	0.0246301420958	0.327487678052	17	1
NAAKIICH_00978	BP	0033567	DNA replication, Okazaki fragment processing	12.2306936711	0.812499373667	1	100
NAAKIICH_00978	MF	0017108	5'-flap endonuclease activity	12.0697447834	0.809147135049	1	100
NAAKIICH_00978	MF	0030955	potassium ion binding	10.5699756731	0.776766965499	3	100
NAAKIICH_00978	BP	0090305	nucleic acid phosphodiester bond hydrolysis	4.9626886853	0.628163389056	7	100
NAAKIICH_00978	MF	0000287	magnesium ion binding	5.6477215051	0.649766860769	10	100
NAAKIICH_00978	MF	0003677	DNA binding	3.2427522418	0.566170983522	15	100
NAAKIICH_00978	MF	0004527	exonuclease activity	2.87756638091	0.551008438977	16	40
NAAKIICH_00979	MF	0003941	L-serine ammonia-lyase activity	11.5990674443	0.799213501222	1	100
NAAKIICH_00979	BP	0006094	gluconeogenesis	8.48371100827	0.727621291183	1	100
NAAKIICH_00979	MF	0051539	4 iron, 4 sulfur cluster binding	6.25460547239	0.667833718289	4	100
NAAKIICH_00979	MF	0046872	metal ion binding	2.52846764211	0.535584786067	8	100
NAAKIICH_00980	BP	0003333	amino acid transmembrane transport	8.74434948567	0.734068687704	1	100
NAAKIICH_00980	MF	0015171	amino acid transmembrane transporter activity	8.40976147301	0.725774028558	1	100
NAAKIICH_00980	CC	0005886	plasma membrane	2.61368579873	0.539443353989	1	100
NAAKIICH_00980	CC	0016021	integral component of membrane	0.911181910735	0.443301892741	3	100
NAAKIICH_00980	MF	0015293	symporter activity	0.162723814565	0.363272286036	7	2
NAAKIICH_00980	MF	0008514	organic anion transmembrane transporter activity	0.0891466802426	0.348053004803	12	1
NAAKIICH_00980	BP	0015825	L-serine transport	0.183983556169	0.366981077978	13	1
NAAKIICH_00980	MF	0004674	protein serine/threonine kinase activity	0.0708921488308	0.343360341559	15	1
NAAKIICH_00980	MF	0008324	cation transmembrane transporter activity	0.0475834682402	0.336373398369	18	1
NAAKIICH_00980	BP	0016310	phosphorylation	0.0395421123099	0.333573308358	21	1
NAAKIICH_00981	MF	0008714	AMP nucleosidase activity	11.5681058729	0.798553053895	1	67
NAAKIICH_00981	CC	0005829	cytosol	0.0961454750217	0.349722648697	1	1
NAAKIICH_00981	BP	0008152	metabolic process	0.0261305371123	0.328171496739	1	3
NAAKIICH_00981	CC	0032991	protein-containing complex	0.039910188343	0.333707380048	2	1
NAAKIICH_00981	MF	0047723	inosinate nucleosidase activity	1.41078210579	0.477163258602	5	4
NAAKIICH_00981	MF	0047405	pyrimidine-5'-nucleotide nucleosidase activity	1.3623139708	0.47417483571	6	4
NAAKIICH_00981	MF	0097216	guanosine tetraphosphate binding	0.1553518676	0.36193014624	8	1
NAAKIICH_00981	MF	0016491	oxidoreductase activity	0.0831287935232	0.34656415745	11	2
NAAKIICH_00982	MF	0033739	preQ1 synthase activity	12.5544169236	0.81917572749	1	100
NAAKIICH_00982	BP	0008616	queuosine biosynthetic process	8.95314353484	0.739164593806	1	100
NAAKIICH_00982	CC	0005737	cytoplasm	1.99051384035	0.509556249396	1	100
NAAKIICH_00983	CC	0009898	cytoplasmic side of plasma membrane	10.1991152908	0.768411500441	1	100
NAAKIICH_00983	BP	0043254	regulation of protein-containing complex assembly	0.100288623236	0.350682486397	1	1
NAAKIICH_00983	CC	0019897	extrinsic component of plasma membrane	0.107026063975	0.352201945095	8	1
NAAKIICH_00983	CC	0005737	cytoplasm	0.0199100257733	0.325188139734	11	1
NAAKIICH_00984	BP	0044010	single-species biofilm formation	13.5299604522	0.838790532974	1	1
NAAKIICH_00985	MF	0009982	pseudouridine synthase activity	8.61378504248	0.730851117096	1	100
NAAKIICH_00985	BP	0001522	pseudouridine synthesis	8.16830006463	0.719685056351	1	100
NAAKIICH_00985	CC	0005829	cytosol	0.067376577749	0.342389562	1	1
NAAKIICH_00985	BP	0034470	ncRNA processing	5.14852971326	0.634164198185	3	99
NAAKIICH_00985	MF	0140098	catalytic activity, acting on RNA	4.6417790137	0.617530325603	4	99
NAAKIICH_00985	MF	0003723	RNA binding	3.60418109002	0.580357566717	6	100
NAAKIICH_00985	MF	0004730	pseudouridylate synthase activity	0.663642516185	0.422986101104	14	5
NAAKIICH_00985	BP	0006399	tRNA metabolic process	0.153240617285	0.361539933707	23	3
NAAKIICH_00985	BP	0016072	rRNA metabolic process	0.0659101399749	0.341977152755	29	1
NAAKIICH_00985	BP	0042254	ribosome biogenesis	0.0612967028191	0.340648864202	31	1
NAAKIICH_00986	MF	0010181	FMN binding	7.77690124159	0.70962063414	1	100
NAAKIICH_00986	MF	0004783	sulfite reductase (NADPH) activity	0.266564389095	0.379666577072	12	2
NAAKIICH_00987	MF	0022857	transmembrane transporter activity	3.27681982282	0.567540870865	1	100
NAAKIICH_00987	BP	0055085	transmembrane transport	2.79414834861	0.5474120545	1	100
NAAKIICH_00987	CC	0005886	plasma membrane	2.58754280212	0.53826641111	1	99
NAAKIICH_00987	CC	0016021	integral component of membrane	0.911182670675	0.443301950539	3	100
NAAKIICH_00987	BP	0019580	galactarate metabolic process	0.139730202315	0.358976490718	6	1
NAAKIICH_00987	BP	0042836	D-glucarate metabolic process	0.132436150292	0.357540861595	7	1
NAAKIICH_00987	BP	0015698	inorganic anion transport	0.0688366334864	0.342795741196	10	1
NAAKIICH_00988	BP	0009063	cellular amino acid catabolic process	7.06554202761	0.69065738779	1	100
NAAKIICH_00988	MF	0046872	metal ion binding	2.52846810628	0.53558480726	1	100
NAAKIICH_00988	MF	0016829	lyase activity	1.18808941792	0.462967295174	4	25
NAAKIICH_00989	MF	0008872	glucarate dehydratase activity	14.7024232779	0.849056106186	1	100
NAAKIICH_00989	BP	0042838	D-glucarate catabolic process	13.262609062	0.833487402799	1	100
NAAKIICH_00989	MF	0000287	magnesium ion binding	5.64775785849	0.649767971334	4	100
NAAKIICH_00990	BP	0046777	protein autophosphorylation	10.4933607384	0.775052999546	1	98
NAAKIICH_00990	MF	0000155	phosphorelay sensor kinase activity	6.65197321039	0.679191411482	1	100
NAAKIICH_00990	CC	0005886	plasma membrane	2.61370118579	0.539444044968	1	100
NAAKIICH_00990	BP	0000160	phosphorelay signal transduction system	5.17529272976	0.635019396393	3	100
NAAKIICH_00990	CC	0016021	integral component of membrane	0.911187274963	0.443302300722	3	100
NAAKIICH_00990	BP	0018106	peptidyl-histidine phosphorylation	4.94917779264	0.62772277531	4	70
NAAKIICH_00990	MF	0009927	histidine phosphotransfer kinase activity	0.143353674611	0.359675733337	12	1
NAAKIICH_00990	MF	0005524	ATP binding	0.0899136753612	0.348239104426	13	3
NAAKIICH_00990	MF	0004721	phosphoprotein phosphatase activity	0.0777055820324	0.345175546867	21	1
NAAKIICH_00990	MF	0005515	protein binding	0.050333841146	0.337275917274	29	1
NAAKIICH_00990	BP	1901425	response to formic acid	0.256762177229	0.378275316873	30	1
NAAKIICH_00990	BP	0010034	response to acetate	0.213902888154	0.371854472279	31	1
NAAKIICH_00990	BP	0042542	response to hydrogen peroxide	0.137440140623	0.358529880014	32	1
NAAKIICH_00991	MF	0070041	rRNA (uridine-C5-)-methyltransferase activity	13.4963655603	0.838127047461	1	99
NAAKIICH_00991	BP	0031167	rRNA methylation	7.9491789191	0.714081065901	1	99
NAAKIICH_00991	MF	0005506	iron ion binding	6.30808170411	0.669382792151	8	99
NAAKIICH_00991	MF	0051539	4 iron, 4 sulfur cluster binding	6.1921007089	0.66601469238	9	99
NAAKIICH_00991	MF	0003723	RNA binding	3.60420457169	0.580358464686	17	100
NAAKIICH_00991	MF	0016491	oxidoreductase activity	0.0580937864418	0.339697051637	27	2
NAAKIICH_00992	BP	0015969	guanosine tetraphosphate metabolic process	10.5024859679	0.775257469137	1	100
NAAKIICH_00992	MF	0008728	GTP diphosphokinase activity	4.72159127065	0.62020831625	1	36
NAAKIICH_00992	MF	0016301	kinase activity	3.54394489654	0.578044346954	2	82
NAAKIICH_00992	MF	0005525	GTP binding	0.179140694169	0.366155922585	7	3
NAAKIICH_00992	MF	0005524	ATP binding	0.0899020735661	0.348236295353	10	3
NAAKIICH_00992	BP	0016310	phosphorylation	3.2421834532	0.566148051114	16	82
NAAKIICH_00992	MF	0008173	RNA methyltransferase activity	0.0732452462921	0.34399672324	21	1
NAAKIICH_00992	BP	1901566	organonitrogen compound biosynthetic process	1.198971894	0.46369047896	26	51
NAAKIICH_00992	BP	0044249	cellular biosynthetic process	1.17422212978	0.462040942323	27	62
NAAKIICH_00992	MF	0016787	hydrolase activity	0.0488393691011	0.336788664234	28	2
NAAKIICH_00992	BP	1901137	carbohydrate derivative biosynthetic process	1.08019408379	0.45560982432	31	25
NAAKIICH_00992	MF	0003723	RNA binding	0.0360422124086	0.332265910213	31	1
NAAKIICH_00992	BP	0044283	small molecule biosynthetic process	1.05244961674	0.453659180207	32	27
NAAKIICH_00992	BP	1901362	organic cyclic compound biosynthetic process	0.974854383983	0.448062805398	35	30
NAAKIICH_00992	BP	0090407	organophosphate biosynthetic process	0.899659327547	0.442422741728	37	21
NAAKIICH_00992	BP	0019752	carboxylic acid metabolic process	0.81960119627	0.436152214911	42	24
NAAKIICH_00992	BP	0006091	generation of precursor metabolites and energy	0.693245533908	0.425595505794	53	17
NAAKIICH_00992	BP	0006766	vitamin metabolic process	0.549321364005	0.412316747257	64	9
NAAKIICH_00992	BP	0009161	ribonucleoside monophosphate metabolic process	0.507487860497	0.408137840573	66	8
NAAKIICH_00992	BP	0006790	sulfur compound metabolic process	0.440245940418	0.40104169799	73	8
NAAKIICH_00992	BP	0072527	pyrimidine-containing compound metabolic process	0.387877440009	0.395130280232	78	6
NAAKIICH_00992	BP	0009126	purine nucleoside monophosphate metabolic process	0.347408642175	0.390282885551	86	5
NAAKIICH_00992	BP	0009059	macromolecule biosynthetic process	0.276415930034	0.381039295972	95	10
NAAKIICH_00992	BP	0009273	peptidoglycan-based cell wall biogenesis	0.269703473019	0.380106691413	99	4
NAAKIICH_00992	BP	0006575	cellular modified amino acid metabolic process	0.269294820445	0.380049541944	100	4
NAAKIICH_00992	BP	0044036	cell wall macromolecule metabolic process	0.260948274996	0.378872656145	108	4
NAAKIICH_00992	BP	0042726	flavin-containing compound metabolic process	0.259526071702	0.3786702545	110	3
NAAKIICH_00992	BP	0000270	peptidoglycan metabolic process	0.255933650136	0.378156513552	112	4
NAAKIICH_00992	BP	0043413	macromolecule glycosylation	0.249104082855	0.377169796074	120	3
NAAKIICH_00992	BP	0009100	glycoprotein metabolic process	0.244996141881	0.376569767351	127	3
NAAKIICH_00992	BP	0009129	pyrimidine nucleoside monophosphate metabolic process	0.234203488422	0.374968922822	132	3
NAAKIICH_00992	BP	0009225	nucleotide-sugar metabolic process	0.233209112332	0.374819591012	133	3
NAAKIICH_00992	BP	0052863	1-deoxy-D-xylulose 5-phosphate metabolic process	0.22738494955	0.373938471869	138	2
NAAKIICH_00992	BP	0042558	pteridine-containing compound metabolic process	0.223314599707	0.373315964893	140	3
NAAKIICH_00992	BP	0036211	protein modification process	0.210302912347	0.371286971046	149	5
NAAKIICH_00992	BP	0005975	carbohydrate metabolic process	0.203298498034	0.370168697604	150	5
NAAKIICH_00992	BP	0044255	cellular lipid metabolic process	0.201341572199	0.369852838928	151	4
NAAKIICH_00992	BP	1901575	organic substance catabolic process	0.170800893653	0.364708350027	171	4
NAAKIICH_00992	BP	0042430	indole-containing compound metabolic process	0.165059467516	0.363691146421	177	2
NAAKIICH_00992	BP	1901661	quinone metabolic process	0.16331472704	0.36337853886	181	2
NAAKIICH_00992	BP	0046031	ADP metabolic process	0.148898897689	0.360728933739	194	2
NAAKIICH_00992	BP	0046496	nicotinamide nucleotide metabolic process	0.147249019865	0.360417654076	195	2
NAAKIICH_00992	BP	0033013	tetrapyrrole metabolic process	0.136084895385	0.358263824479	219	2
NAAKIICH_00992	BP	0043603	cellular amide metabolic process	0.129520251046	0.356955914819	224	4
NAAKIICH_00992	BP	0046034	ATP metabolic process	0.129238920068	0.356899131423	225	2
NAAKIICH_00992	BP	0097164	ammonium ion metabolic process	0.119460258521	0.354885509949	235	1
NAAKIICH_00992	BP	1901160	primary amino compound metabolic process	0.118242690273	0.354629103424	237	1
NAAKIICH_00992	BP	0044282	small molecule catabolic process	0.115726362448	0.35409497473	239	2
NAAKIICH_00992	BP	0008610	lipid biosynthetic process	0.105546559925	0.35187247444	262	2
NAAKIICH_00992	BP	0018958	phenol-containing compound metabolic process	0.0992028109032	0.350432885656	281	1
NAAKIICH_00992	BP	0044248	cellular catabolic process	0.0956994862479	0.349618104329	287	2
NAAKIICH_00992	BP	0015936	coenzyme A metabolic process	0.0892226790182	0.348071480383	295	1
NAAKIICH_00992	BP	0051156	glucose 6-phosphate metabolic process	0.0870734861839	0.34754593087	303	1
NAAKIICH_00992	BP	0006040	amino sugar metabolic process	0.0851511057178	0.347070321782	306	1
NAAKIICH_00992	BP	0006730	one-carbon metabolic process	0.0804446065283	0.345882725228	323	1
NAAKIICH_00992	BP	0043094	cellular metabolic compound salvage	0.0774045693936	0.345097074556	329	1
NAAKIICH_00992	BP	0006576	cellular biogenic amine metabolic process	0.0768928115052	0.344963311099	331	1
NAAKIICH_00992	BP	1901617	organic hydroxy compound biosynthetic process	0.0742247087816	0.344258595832	336	1
NAAKIICH_00992	BP	0001510	RNA methylation	0.0682846946154	0.342642706123	343	1
NAAKIICH_00992	BP	0006364	rRNA processing	0.0659045703803	0.341975577709	344	1
NAAKIICH_00993	MF	0003677	DNA binding	3.24262626988	0.566165904762	1	100
NAAKIICH_00993	BP	0044010	single-species biofilm formation	0.135914577596	0.358230294937	1	1
NAAKIICH_00993	CC	0110001	toxin-antitoxin complex	0.11548434194	0.354043297422	1	1
NAAKIICH_00993	MF	0097351	toxin sequestering activity	0.154104493215	0.36169992276	6	1
NAAKIICH_00993	BP	0040008	regulation of growth	0.106428945832	0.352069248697	6	1
NAAKIICH_00993	BP	0006355	regulation of DNA-templated transcription	0.0352276099589	0.331952616569	7	1
NAAKIICH_00993	MF	0042803	protein homodimerization activity	0.096267879533	0.349751299148	8	1
NAAKIICH_00993	MF	0044877	protein-containing complex binding	0.0770638299731	0.345008061351	11	1
NAAKIICH_00994	MF	0003677	DNA binding	3.24267290594	0.566167784981	1	100
NAAKIICH_00994	BP	0044010	single-species biofilm formation	0.136001547996	0.358247418952	1	1
NAAKIICH_00994	CC	0110001	toxin-antitoxin complex	0.115558239233	0.354059082042	1	1
NAAKIICH_00994	BP	0030308	negative regulation of cell growth	0.135613595592	0.358170990831	2	1
NAAKIICH_00994	MF	0016787	hydrolase activity	0.683303528916	0.424725479096	6	28
NAAKIICH_00994	MF	0140677	molecular function activator activity	0.122223693369	0.355462653755	8	1
NAAKIICH_00994	BP	0009372	quorum sensing	0.120053130051	0.355009889117	8	1
NAAKIICH_00994	BP	0016075	rRNA catabolic process	0.118205588189	0.354621269455	11	1
NAAKIICH_00994	MF	0042803	protein homodimerization activity	0.0963294804011	0.349765710784	11	1
NAAKIICH_00994	BP	0043068	positive regulation of programmed cell death	0.110718039567	0.353014313168	14	1
NAAKIICH_00994	MF	0044877	protein-containing complex binding	0.077113142359	0.345020955654	15	1
NAAKIICH_00994	MF	0003723	RNA binding	0.0721629778021	0.343705319477	16	2
NAAKIICH_00994	BP	0090305	nucleic acid phosphodiester bond hydrolysis	0.0993629708815	0.350469787957	17	2
NAAKIICH_00994	BP	0051607	defense response to virus	0.0957591411748	0.349632102152	18	1
NAAKIICH_00994	BP	0006402	mRNA catabolic process	0.0899338586333	0.348243990847	21	1
NAAKIICH_00994	MF	0140098	catalytic activity, acting on RNA	0.0469389178456	0.33615814811	21	1
NAAKIICH_00994	BP	0006417	regulation of translation	0.0755470412211	0.344609413576	28	1
NAAKIICH_00994	BP	0006355	regulation of DNA-templated transcription	0.0352501517596	0.331961334515	71	1
NAAKIICH_00995	MF	0047693	ATP diphosphatase activity	3.79113800954	0.587416667886	1	13
NAAKIICH_00995	BP	0046047	TTP catabolic process	0.396817610269	0.396166505072	1	1
NAAKIICH_00995	BP	0046076	dTTP catabolic process	0.395067448043	0.395964575876	2	1
NAAKIICH_00995	BP	0046052	UTP catabolic process	0.365678510687	0.392504411438	5	1
NAAKIICH_00995	BP	0046061	dATP catabolic process	0.353867470746	0.391074776645	7	1
NAAKIICH_00995	MF	0005524	ATP binding	0.10902226927	0.352642891693	8	2
NAAKIICH_00995	BP	0006203	dGTP catabolic process	0.228401535244	0.374093073888	10	1
NAAKIICH_00995	MF	0046872	metal ion binding	0.0919868889496	0.34873820227	16	2
NAAKIICH_00995	MF	0005515	protein binding	0.0915463008393	0.34863261115	17	1
NAAKIICH_00995	BP	0046081	dUTP catabolic process	0.207154695083	0.370786690964	19	1
NAAKIICH_00995	BP	0009267	cellular response to starvation	0.183211901842	0.366850332702	31	1
NAAKIICH_00996	MF	0003883	CTP synthase activity	11.2801032088	0.792366758304	1	100
NAAKIICH_00996	BP	0044210	'de novo' CTP biosynthetic process	10.1241848827	0.766704972754	1	100
NAAKIICH_00996	MF	0004359	glutaminase activity	6.52773585321	0.67567778384	2	68
NAAKIICH_00996	MF	0005524	ATP binding	2.9967288254	0.556056626519	7	100
NAAKIICH_00996	BP	0006541	glutamine metabolic process	7.40467932375	0.699811566991	10	100
NAAKIICH_00996	MF	0046872	metal ion binding	2.50318733857	0.534427662214	15	99
NAAKIICH_00996	MF	0016829	lyase activity	0.0475092580517	0.336348690145	27	1
NAAKIICH_00997	MF	0004634	phosphopyruvate hydratase activity	11.0608245097	0.787603515798	1	100
NAAKIICH_00997	CC	0000015	phosphopyruvate hydratase complex	10.5086818933	0.775396250998	1	100
NAAKIICH_00997	BP	0006096	glycolytic process	7.45661369886	0.701194747604	1	100
NAAKIICH_00997	CC	0009986	cell surface	9.18995306617	0.744872861603	2	99
NAAKIICH_00997	CC	0005576	extracellular region	5.68222999787	0.650819462519	4	99
NAAKIICH_00997	MF	0000287	magnesium ion binding	5.6477532032	0.64976782912	4	100
NAAKIICH_00998	CC	0016021	integral component of membrane	0.911176531448	0.443301483612	1	98
NAAKIICH_00998	CC	0005886	plasma membrane	0.026313467597	0.328253511201	5	1
NAAKIICH_01000	MF	1904047	S-adenosyl-L-methionine binding	10.8813544832	0.783669760865	1	100
NAAKIICH_01000	BP	0008616	queuosine biosynthetic process	8.95310679833	0.739163702458	1	100
NAAKIICH_01000	CC	0032153	cell division site	0.0931365529166	0.349012545296	1	1
NAAKIICH_01000	MF	0016840	carbon-nitrogen lyase activity	8.47527985757	0.727411088391	2	100
NAAKIICH_01000	CC	0005829	cytosol	0.0673625170218	0.342385629103	2	1
NAAKIICH_01000	MF	0051539	4 iron, 4 sulfur cluster binding	6.25454422861	0.667831940421	4	100
NAAKIICH_01000	MF	0000287	magnesium ion binding	5.64770215009	0.649766269488	5	100
NAAKIICH_01000	BP	0032466	negative regulation of cytokinesis	0.146520883791	0.360279723405	36	1
NAAKIICH_01001	MF	0016773	phosphotransferase activity, alcohol group as acceptor	4.76214557788	0.621560388348	1	100
